replicate	transition	base_qc	removed_ei	removed_er	removed_subjects	rng	seed	draw_order
96	Q1_to_Q2	Q1_lenient	0	3	sub-050;sub-052;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
97	Q0_to_Q1	Q0_all	0	2	sub-056;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
97	Q1_to_Q2	Q1_lenient	0	3	sub-064;sub-108;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
98	Q0_to_Q1	Q0_all	0	2	sub-002;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
98	Q1_to_Q2	Q1_lenient	0	3	sub-066;sub-070;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
99	Q0_to_Q1	Q0_all	0	2	sub-022;sub-054	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
99	Q1_to_Q2	Q1_lenient	0	3	sub-010;sub-014;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
100	Q0_to_Q1	Q0_all	0	2	sub-006;sub-050	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
100	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-020;sub-036	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
101	Q0_to_Q1	Q0_all	0	2	sub-084;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
101	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-064;sub-074	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
102	Q0_to_Q1	Q0_all	0	2	sub-062;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
102	Q1_to_Q2	Q1_lenient	0	3	sub-006;sub-038;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
103	Q0_to_Q1	Q0_all	0	2	sub-040;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
103	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-024;sub-058	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
104	Q0_to_Q1	Q0_all	0	2	sub-026;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
104	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-074;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
105	Q0_to_Q1	Q0_all	0	2	sub-052;sub-084	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
105	Q1_to_Q2	Q1_lenient	0	3	sub-056;sub-098;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
106	Q0_to_Q1	Q0_all	0	2	sub-030;sub-058	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
106	Q1_to_Q2	Q1_lenient	0	3	sub-044;sub-050;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
107	Q0_to_Q1	Q0_all	0	2	sub-044;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
107	Q1_to_Q2	Q1_lenient	0	3	sub-072;sub-088;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
108	Q0_to_Q1	Q0_all	0	2	sub-024;sub-030	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
108	Q1_to_Q2	Q1_lenient	0	3	sub-008;sub-050;sub-072	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
109	Q0_to_Q1	Q0_all	0	2	sub-022;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
109	Q1_to_Q2	Q1_lenient	0	3	sub-010;sub-016;sub-060	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
110	Q0_to_Q1	Q0_all	0	2	sub-096;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
110	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-102;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
111	Q0_to_Q1	Q0_all	0	2	sub-056;sub-058	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
111	Q1_to_Q2	Q1_lenient	0	3	sub-054;sub-070;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
112	Q0_to_Q1	Q0_all	0	2	sub-098;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
112	Q1_to_Q2	Q1_lenient	0	3	sub-022;sub-064;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
113	Q0_to_Q1	Q0_all	0	2	sub-002;sub-006	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
113	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-018;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
114	Q0_to_Q1	Q0_all	0	2	sub-050;sub-092	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
114	Q1_to_Q2	Q1_lenient	0	3	sub-004;sub-072;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
115	Q0_to_Q1	Q0_all	0	2	sub-026;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
115	Q1_to_Q2	Q1_lenient	0	3	sub-038;sub-050;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
116	Q0_to_Q1	Q0_all	0	2	sub-102;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
116	Q1_to_Q2	Q1_lenient	0	3	sub-076;sub-080;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
117	Q0_to_Q1	Q0_all	0	2	sub-002;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
117	Q1_to_Q2	Q1_lenient	0	3	sub-022;sub-038;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
118	Q0_to_Q1	Q0_all	0	2	sub-032;sub-070	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
118	Q1_to_Q2	Q1_lenient	0	3	sub-062;sub-092;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
119	Q0_to_Q1	Q0_all	0	2	sub-014;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
119	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-056;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
120	Q0_to_Q1	Q0_all	0	2	sub-052;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
120	Q1_to_Q2	Q1_lenient	0	3	sub-050;sub-088;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
121	Q0_to_Q1	Q0_all	0	2	sub-102;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
121	Q1_to_Q2	Q1_lenient	0	3	sub-032;sub-082;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
122	Q0_to_Q1	Q0_all	0	2	sub-064;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
122	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-076;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
123	Q0_to_Q1	Q0_all	0	2	sub-054;sub-074	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
123	Q1_to_Q2	Q1_lenient	0	3	sub-064;sub-076;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
124	Q0_to_Q1	Q0_all	0	2	sub-002;sub-052	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
124	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-046;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
125	Q0_to_Q1	Q0_all	0	2	sub-088;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
125	Q1_to_Q2	Q1_lenient	0	3	sub-068;sub-094;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
126	Q0_to_Q1	Q0_all	0	2	sub-020;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
126	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-082;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
127	Q0_to_Q1	Q0_all	0	2	sub-070;sub-084	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
127	Q1_to_Q2	Q1_lenient	0	3	sub-050;sub-060;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
128	Q0_to_Q1	Q0_all	0	2	sub-024;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
128	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-088;sub-092	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
129	Q0_to_Q1	Q0_all	0	2	sub-024;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
129	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-032;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
130	Q0_to_Q1	Q0_all	0	2	sub-088;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
130	Q1_to_Q2	Q1_lenient	0	3	sub-052;sub-076;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
131	Q0_to_Q1	Q0_all	0	2	sub-022;sub-040	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
131	Q1_to_Q2	Q1_lenient	0	3	sub-062;sub-072;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
132	Q0_to_Q1	Q0_all	0	2	sub-032;sub-070	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
132	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-068;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
133	Q0_to_Q1	Q0_all	0	2	sub-106;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
133	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-010;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
134	Q0_to_Q1	Q0_all	0	2	sub-070;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
134	Q1_to_Q2	Q1_lenient	0	3	sub-082;sub-102;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
135	Q0_to_Q1	Q0_all	0	2	sub-010;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
135	Q1_to_Q2	Q1_lenient	0	3	sub-006;sub-036;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
136	Q0_to_Q1	Q0_all	0	2	sub-054;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
136	Q1_to_Q2	Q1_lenient	0	3	sub-006;sub-016;sub-082	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
137	Q0_to_Q1	Q0_all	0	2	sub-054;sub-100	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
137	Q1_to_Q2	Q1_lenient	0	3	sub-046;sub-094;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
138	Q0_to_Q1	Q0_all	0	2	sub-022;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
138	Q1_to_Q2	Q1_lenient	0	3	sub-010;sub-020;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
139	Q0_to_Q1	Q0_all	0	2	sub-010;sub-076	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
139	Q1_to_Q2	Q1_lenient	0	3	sub-004;sub-044;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
140	Q0_to_Q1	Q0_all	0	2	sub-062;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
140	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-082;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
141	Q0_to_Q1	Q0_all	0	2	sub-030;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
141	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-064;sub-066	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
142	Q0_to_Q1	Q0_all	0	2	sub-032;sub-060	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
142	Q1_to_Q2	Q1_lenient	0	3	sub-004;sub-020;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
143	Q0_to_Q1	Q0_all	0	2	sub-088;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
143	Q1_to_Q2	Q1_lenient	0	3	sub-008;sub-036;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
144	Q0_to_Q1	Q0_all	0	2	sub-058;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
144	Q1_to_Q2	Q1_lenient	0	3	sub-092;sub-104;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
145	Q0_to_Q1	Q0_all	0	2	sub-022;sub-052	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
145	Q1_to_Q2	Q1_lenient	0	3	sub-008;sub-022;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
146	Q0_to_Q1	Q0_all	0	2	sub-044;sub-060	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
146	Q1_to_Q2	Q1_lenient	0	3	sub-062;sub-084;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
147	Q0_to_Q1	Q0_all	0	2	sub-036;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
147	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-038;sub-066	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
148	Q0_to_Q1	Q0_all	0	2	sub-008;sub-038	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
148	Q1_to_Q2	Q1_lenient	0	3	sub-068;sub-070;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
149	Q0_to_Q1	Q0_all	0	2	sub-082;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
149	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-070;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
150	Q0_to_Q1	Q0_all	0	2	sub-020;sub-052	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
150	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-050;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
151	Q0_to_Q1	Q0_all	0	2	sub-016;sub-044	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
151	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-036;sub-058	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
152	Q0_to_Q1	Q0_all	0	2	sub-014;sub-024	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
152	Q1_to_Q2	Q1_lenient	0	3	sub-032;sub-044;sub-058	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
153	Q0_to_Q1	Q0_all	0	2	sub-014;sub-076	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
153	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-082;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
154	Q0_to_Q1	Q0_all	0	2	sub-018;sub-046	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
154	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-036;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
155	Q0_to_Q1	Q0_all	0	2	sub-002;sub-050	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
155	Q1_to_Q2	Q1_lenient	0	3	sub-008;sub-040;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
156	Q0_to_Q1	Q0_all	0	2	sub-096;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
156	Q1_to_Q2	Q1_lenient	0	3	sub-024;sub-032;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
157	Q0_to_Q1	Q0_all	0	2	sub-088;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
157	Q1_to_Q2	Q1_lenient	0	3	sub-008;sub-038;sub-074	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
158	Q0_to_Q1	Q0_all	0	2	sub-082;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
158	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-068;sub-072	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
159	Q0_to_Q1	Q0_all	0	2	sub-038;sub-084	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
159	Q1_to_Q2	Q1_lenient	0	3	sub-026;sub-098;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
160	Q0_to_Q1	Q0_all	0	2	sub-072;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
160	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-044;sub-076	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
161	Q0_to_Q1	Q0_all	0	2	sub-044;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
161	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-036;sub-066	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
162	Q0_to_Q1	Q0_all	0	2	sub-076;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
162	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-016;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
163	Q0_to_Q1	Q0_all	0	2	sub-024;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
163	Q1_to_Q2	Q1_lenient	0	3	sub-032;sub-046;sub-082	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
164	Q0_to_Q1	Q0_all	0	2	sub-002;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
164	Q1_to_Q2	Q1_lenient	0	3	sub-008;sub-036;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
165	Q0_to_Q1	Q0_all	0	2	sub-054;sub-074	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
165	Q1_to_Q2	Q1_lenient	0	3	sub-010;sub-024;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
166	Q0_to_Q1	Q0_all	0	2	sub-002;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
166	Q1_to_Q2	Q1_lenient	0	3	sub-082;sub-094;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
167	Q0_to_Q1	Q0_all	0	2	sub-004;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
167	Q1_to_Q2	Q1_lenient	0	3	sub-054;sub-118;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
168	Q0_to_Q1	Q0_all	0	2	sub-056;sub-100	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
168	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-044;sub-084	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
169	Q0_to_Q1	Q0_all	0	2	sub-040;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
169	Q1_to_Q2	Q1_lenient	0	3	sub-038;sub-040;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
170	Q0_to_Q1	Q0_all	0	2	sub-010;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
170	Q1_to_Q2	Q1_lenient	0	3	sub-022;sub-056;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
171	Q0_to_Q1	Q0_all	0	2	sub-044;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
171	Q1_to_Q2	Q1_lenient	0	3	sub-058;sub-080;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
172	Q0_to_Q1	Q0_all	0	2	sub-088;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
172	Q1_to_Q2	Q1_lenient	0	3	sub-088;sub-092;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
173	Q0_to_Q1	Q0_all	0	2	sub-014;sub-030	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
173	Q1_to_Q2	Q1_lenient	0	3	sub-022;sub-102;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
174	Q0_to_Q1	Q0_all	0	2	sub-022;sub-066	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
174	Q1_to_Q2	Q1_lenient	0	3	sub-022;sub-040;sub-056	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
175	Q0_to_Q1	Q0_all	0	2	sub-058;sub-060	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
175	Q1_to_Q2	Q1_lenient	0	3	sub-082;sub-096;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
176	Q0_to_Q1	Q0_all	0	2	sub-064;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
176	Q1_to_Q2	Q1_lenient	0	3	sub-082;sub-106;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
177	Q0_to_Q1	Q0_all	0	2	sub-014;sub-070	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
177	Q1_to_Q2	Q1_lenient	0	3	sub-010;sub-050;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
178	Q0_to_Q1	Q0_all	0	2	sub-050;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
178	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-040;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
179	Q0_to_Q1	Q0_all	0	2	sub-076;sub-082	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
179	Q1_to_Q2	Q1_lenient	0	3	sub-084;sub-088;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
180	Q0_to_Q1	Q0_all	0	2	sub-104;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
180	Q1_to_Q2	Q1_lenient	0	3	sub-060;sub-080;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
181	Q0_to_Q1	Q0_all	0	2	sub-064;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
181	Q1_to_Q2	Q1_lenient	0	3	sub-010;sub-114;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
182	Q0_to_Q1	Q0_all	0	2	sub-010;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
182	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-082;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
183	Q0_to_Q1	Q0_all	0	2	sub-094;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
183	Q1_to_Q2	Q1_lenient	0	3	sub-032;sub-070;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
184	Q0_to_Q1	Q0_all	0	2	sub-110;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
184	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-016;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
185	Q0_to_Q1	Q0_all	0	2	sub-062;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
185	Q1_to_Q2	Q1_lenient	0	3	sub-024;sub-050;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
186	Q0_to_Q1	Q0_all	0	2	sub-056;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
186	Q1_to_Q2	Q1_lenient	0	3	sub-062;sub-074;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
187	Q0_to_Q1	Q0_all	0	2	sub-006;sub-038	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
187	Q1_to_Q2	Q1_lenient	0	3	sub-006;sub-010;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
188	Q0_to_Q1	Q0_all	0	2	sub-106;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
188	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-024;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
189	Q0_to_Q1	Q0_all	0	2	sub-050;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
189	Q1_to_Q2	Q1_lenient	0	3	sub-068;sub-096;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
190	Q0_to_Q1	Q0_all	0	2	sub-004;sub-038	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
190	Q1_to_Q2	Q1_lenient	0	3	sub-102;sub-110;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
191	Q0_to_Q1	Q0_all	0	2	sub-002;sub-046	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
191	Q1_to_Q2	Q1_lenient	0	3	sub-060;sub-072;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
192	Q0_to_Q1	Q0_all	0	2	sub-030;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
